plotID,siteID,mean.height_mean,mode.el_mean,height.2_mean,mode.2_mean,max.can.ht_mean,mean.max.ht_mean,mean.vai_mean,deep.gaps_mean,deep.gap.fraction_mean,porosity_mean,std.std_mean,mean.std_mean,rugosity_mean,top.rugosity_mean,mean.return.ht_mean,sd.return.ht_mean,sky.fraction_mean,cover.fraction_mean,max.ht_mean,rumple_mean,clumping.index_mean,fPAR_mean
ARNO_01,ARNO,16.10083744,15.57,6.361144027,7.676615242,32.7276,21.064463,7.738311275,0,0,0.790189672,1558.950763,23.22665714,30.29299519,7.915289151,12.15959912,7.400084695,1.055293856,98.94470614,32.7276,6.676,0.918316457,0.949883433
ARNO_02,ARNO,16.92870601,17.26,6.462809197,7.607686436,31.106,21.631725,7.493155375,0,0,0.752497161,996.8871825,20.12891489,23.47957773,7.436387952,13.1045246,7.708737568,2.031261012,97.96873899,31.2518,6.075,0.938130196,0.828520003
ARNO_03,ARNO,6.10292713,5.970833333,3.220919744,3.949656987,19.9285,8.452283333,7.35246074,0,0,0.733224959,118.6475613,5.367834235,8.497364992,4.72284761,3.999721461,3.075812469,2.072653836,97.92734616,20.493,4.445833333,0.786832439,0.916809607
ARNO_04,ARNO,7.537967986,7.315,3.797641639,5.030894756,22.8666,10.733105,7.468601885,0,0,0.768588179,371.4469308,10.10922283,14.73585815,5.742955886,4.714472922,3.600017995,2.996618198,97.0033818,22.8666,5.175,0.843284213,0.960274192
ARNO_05,ARNO,7.9020514,7.788333333,4.343962993,5.467366479,24.94483333,11.60560333,7.557441226,0,0,0.774486408,363.2449054,11.05648574,15.2054535,6.385561957,5.031094562,4.135552668,1.524143163,98.47585684,24.94483333,5.298333333,0.835994785,0.953302186
ARNO_11,ARNO,8.587723424,8.698611112,5.208801828,7.169323328,26.406,13.33675417,7.594977451,0,0,0.770441064,920.4197941,18.97790868,23.02075521,7.817742512,5.07756422,4.666248839,1.261775865,98.73822414,26.406,6.918055556,0.819094585,0.986186204
ARNO_12,ARNO,12.56318048,12.60416667,6.616539566,7.78512704,28.36966667,16.66447833,7.523713757,0,0,0.775930631,828.3048222,17.10934178,21.75145296,8.194388923,8.99301603,6.823789979,1.53302141,98.46697859,28.36966667,6.453333333,0.92210399,0.973766232
ARNO_35,ARNO,9.537997492,9.593,6.09120818,7.609583627,27.8022,13.702053,7.699689425,0,0,0.799603608,1166.926361,17.99614801,26.79259832,8.131821406,6.630294405,6.080094626,0.875709763,99.12429024,27.8022,6.689,0.853105985,0.965536521
ARNO_36,ARNO,6.94651097,6.875,2.635762115,3.307036358,19.22016667,8.999575,7.879570844,0,0,0.711984127,93.61384126,5.418663251,7.180759274,4.115313878,4.355582777,2.652396466,0.694379984,99.30562002,19.22016667,3.875,0.733550279,0.987043057
GRSM_50,GRSM,10.42255642,9.847916668,4.929468799,6.319852414,29.5785,17.18154375,6.628538159,0,0,0.730516493,755.4666991,17.58152279,19.95812968,7.385603297,7.182172343,5.264063717,14.28518729,85.71481271,29.5785,5.197916667,0.90484539,0.977587429
GRSM_53,GRSM,14.04851792,13.03333333,9.150408378,11.74943249,39.39666667,21.78651667,7.364562483,0,0,0.792434371,6757.02045,50.04142202,62.67522964,13.14925042,9.367962521,9.573401026,1.68680686,98.31319314,39.39666667,10.43333333,0.929263588,0.976206341
GRSM_55,GRSM,13.1479412,13.025,7.169904905,9.563335816,36.533,21.368125,7.337593609,0,0,0.767024666,3000.251193,36.99389164,39.7393225,10.16122704,8.099010757,7.115755936,2.608756396,97.3912436,36.533,8.991666667,0.934219323,0.964101553
GRSM_57,GRSM,14.69497684,14.36666667,7.145398571,10.27237982,36.803,23.47486667,7.041237346,0,0,0.74610954,3396.643684,41.23032303,40.5435537,10.00339798,10.13353325,8.009015257,5.121571322,94.87842868,36.803,8.175,0.940178177,0.954204256
GRSM_61,GRSM,13.9900752,14.24333333,5.257308356,8.092488704,31.337,21.416665,6.703206775,0,0,0.67735061,1495.916254,28.30741119,25.89782454,6.347155285,10.20637221,6.773703282,8.989255646,91.01074435,31.337,5.733333333,0.913213083,0.96402018
GRSM_64,GRSM,10.91886382,11.16666667,6.357031601,8.916861712,33.52333333,18.409775,7.605703126,0,0,0.738347339,2264.836153,33.02856788,33.62948193,9.865193077,6.442575941,6.20410223,0.983710987,99.01628901,33.52333333,10.00833333,0.894507788,0.985150868
GRSM_65,GRSM,10.44936062,10.775,4.477958826,6.822253609,25.532,16.483575,7.200099115,0,0,0.651095546,675.7015342,19.52128008,15.76136891,6.110900286,6.527342692,4.616667126,3.678724897,96.32127511,25.532,6.1,0.902023561,0.976060767
GRSM_66,GRSM,11.22343224,9.541666667,5.981226985,8.026563896,32.35533333,18.99646667,7.239707976,0,0,0.777012289,1848.199671,29.88172808,30.35558195,9.360457003,7.33298502,6.372730287,2.932693952,97.06730605,32.35533333,8.225,0.917471615,0.974836952
HARV_33,HARV,13.64243084,14,4.567278947,6.911422917,25.99066667,19.375425,7.562117415,0,0,0.673460182,974.7596594,23.57906113,19.94523914,5.547079131,9.682856203,5.928893144,1.24305246,98.75694754,26.13,4.908333333,0.928440424,0.931072376
HARV_34,HARV,7.54139815,7.3375,4.971376997,6.472360421,28.0645,13.0158875,7.018536325,0,0,0.770431035,1183.095791,18.45571757,27.30819409,8.613191906,4.992317599,5.566904771,4.68703979,95.31296021,28.0645,6,0.753482047,0.841166232
HARV_35,HARV,9.742139168,10.3625,2.161630089,3.111822284,17.336,12.2701125,7.735822076,0,0,0.525730995,83.39188686,7.260991069,5.14275145,2.549635912,6.464414011,3.149953803,1.299613699,98.7003863,18.292,3.425,0.761330731,0.787165811
HARV_36,HARV,12.74021772,11.83333333,4.861061535,7.260599885,27.449,18.42768333,7.333565498,0,0,0.712898615,940.5362789,22.43056185,20.24784805,6.252108944,9.527699038,6.015651864,1.892545496,98.10745451,27.449,5.908333333,0.941599413,0.630122714
HARV_37,HARV,9.356581164,9.283333333,4.332559803,5.727657068,21.514,13.57225833,7.406502679,0,0,0.645454546,228.8317582,10.80977141,9.898009761,5.050390947,6.618367436,4.803178963,1.824709453,98.17529055,21.52566667,4.175,0.885721109,0.850647859
HARV_38,HARV,6.98912976,7.066666667,3.321121433,4.591011359,22.88133333,9.800483333,7.777300774,0,0,0.7363711,194.1822425,7.45736506,11.2374603,5.584911816,4.652472878,3.436876677,0.738733518,99.26126648,22.88133333,4.15,0.768307376,0.777629466
HARV_39,HARV,9.564534276,9.675,4.59207214,6.550203963,24.0775,14.923125,7.202046837,0,0,0.701282051,545.80868,16.90895792,15.95680734,6.357924599,6.417319032,5.103695717,2.605322266,97.39467774,24.0775,5.575,0.91890502,0.939436686
HARV_41,HARV,10.55014205,10.69166667,4.112336396,5.571317433,21.158,13.75889167,7.07328397,0,0,0.701280664,388.7463946,12.42403961,14.07167662,4.993879637,7.242561095,4.821251192,3.992920737,96.00707927,21.158,4.283333333,0.921593256,0.955788214
HARV_42,HARV,8.105121295,7.916666667,4.086852845,5.419677919,23.311,12.92568333,7.413062537,0,0,0.717402778,499.9017657,13.70726637,17.14343726,6.602599242,5.558962601,4.431746119,1.470297196,98.5297028,23.311,5.275,0.851710689,0.928371033
HARV_43,HARV,10.77488358,11.1,3.068842419,4.195323926,19.73966667,13.57546667,7.559398372,0,0,0.649283246,143.5462465,8.578833054,7.895859133,3.784161616,7.592231109,3.704776432,2.543829977,97.45617002,19.73966667,4.133333333,0.887574574,0.294235589
HARV_44,HARV,9.209046221,9.275,4.025685912,5.480451103,20.95566667,13.11010833,7.610706464,0,0,0.66229798,317.3191532,11.88174734,11.19598088,4.918353728,6.25805963,4.411175048,0.890717475,99.10928252,20.95566667,4.725,0.872662937,0.633891217
HARV_45,HARV,11.56615978,11.225,5.408450079,6.835670888,24.61466667,17.03954167,7.072966515,0,0,0.689295465,692.5802051,18.34505734,17.96525416,6.166196506,8.604643626,6.185572764,2.798417631,97.20158237,24.61466667,5.941666667,0.947116074,0.634069522
HARV_47,HARV,8.961123257,9.3375,3.864946989,5.210198489,20.396,12.1623875,7.377102284,0,0,0.690788044,260.5061693,10.57735051,11.98446357,5.08468695,6.196855906,4.148317894,3.195290861,96.80470914,21.126,4.0625,0.886469095,0.927034767
HARV_48,HARV,9.874857952,9.925,3.71615066,4.580277239,21.63366667,11.95676667,7.706258191,0,0,0.713198954,135.1035489,7.361464041,8.85030683,4.544754666,7.116781305,4.108792091,1.056226644,98.94377336,21.63366667,4.333333333,0.885833711,0.740786893
HARV_49,HARV,8.784727498,8.9,3.078746982,3.972169457,20.06366667,11.27328333,7.818592518,0,0,0.684478716,124.3592893,7.03871477,8.515544107,4.036321059,5.98909847,3.424970393,0.47394841,99.52605159,20.06933333,3.683333333,0.802611176,0.833104157
HARV_50,HARV,8.041823515,7.783333333,3.681190642,4.868234728,24.55766667,11.68516667,7.746855948,0,0,0.754944923,492.4840451,12.71196014,18.08512498,6.206978108,5.066491826,4.061409266,0.864614273,99.13538573,24.55766667,6.05,0.804830608,0.878154297
HARV_51,HARV,8.174508135,8.041666667,3.860377438,5.334827607,21.77033333,12.51273333,7.610808661,0,0,0.710677427,337.4457793,11.78582583,12.92369334,5.95671462,5.250566435,3.947745305,0.831723373,99.16827663,21.77033333,4.691666667,0.817206691,0.960609771
HARV_52,HARV,11.23572909,11.68333333,3.22206313,3.879110272,22.31966667,13.46936667,7.763475115,0,0,0.648886693,62.70756642,5.774974625,5.337943216,3.66748328,8.351609379,3.620631062,1.269384119,98.73061588,22.92466667,3.091666667,0.783025176,0.932928516
MLBS_69,MLBS,9.389002576,9.208333333,3.796921677,5.265436972,19.50033333,13.818,7.389237803,0,0,0.667400794,303.6723032,12.2200943,12.23030521,4.706243177,6.536729459,4.475111413,2.410431772,97.58956823,19.50033333,3.641666667,0.911993668,0.878964059
MLBS_74,MLBS,10.6482314,10.09,3.222664249,4.663067047,19.00733333,14.67124167,7.010435527,0,0,0.649211797,227.5069316,10.93752284,9.29948092,3.234648668,7.897103659,4.768737419,3.985923156,96.01407684,19.55933333,2.883333333,0.91383821,0.884581378
OSBS_25,OSBS,5.595696713,5.433333333,5.41250376,5.330438509,15.613,6.101641667,1.834955002,20,0.5,0.896111111,2.861921716,0.627619108,1.429579095,5.891552826,9.668405342,2.242963032,69.0914038,30.9085962,15.613,2.691666667,0.937946701,0.437475818
OSBS_26,OSBS,5.130063825,5.025,5.323692772,5.321479088,15.115,5.548466667,2.231163485,19.33333333,0.483333333,0.886296296,4.11964913,0.850260664,1.67248451,5.816770479,8.938912891,2.852922051,63.03306228,36.96693772,15.115,2.658333333,0.961386941,0.337572312
OSBS_27,OSBS,5.155277036,4.891666667,5.654760929,5.395037729,16.63666667,5.540041667,2.068423685,21.33333333,0.533333333,0.909840686,3.103318046,0.648968257,1.484180167,6.215241802,10.50682971,3.28116501,65.24320222,34.75679778,16.63666667,2.516666667,0.966827136,0.367458067
OSBS_28,OSBS,2.808436774,2.605,3.910180145,3.687270289,10.6138,2.960775,0.649892297,25.4,0.635,0.92,0.594887911,0.153750835,0.403731452,4.054763039,7.677721769,1.908167189,87.47668851,12.52331149,10.6138,2.42,0.954046525,0.24751868
OSBS_29,OSBS,5.383646605,5.108333333,3.07932036,3.061755886,11.14366667,5.976008333,3.414733581,8,0.2,0.763320707,2.86946043,0.875866229,1.389711233,3.448641349,5.729570156,1.945004644,39.38696953,60.61303047,11.14366667,3,0.894463908,0.385438085
OSBS_30,OSBS,7.216904492,7.025,4.225990494,4.355418264,15.916,8.335558333,2.95527985,11.33333333,0.283333333,0.82391934,13.33686589,1.816352425,2.719044791,5.031441075,8.547786409,2.567994215,48.75493269,51.24506731,16.14866667,3.625,0.922963944,0.32377826
OSBS_31,OSBS,5.088292179,4.856666667,4.700979769,4.646855929,14.78233333,5.623015,2.395232912,18.66666667,0.433333333,0.864372711,7.57371594,1.126900123,2.423929394,5.102507067,7.799536955,3.341486585,60.25329849,39.74670151,14.882,2.505,0.96400479,0.343635881
OSBS_32,OSBS,5.806104155,5.593333333,4.731609114,4.722199659,15.41633333,6.295831667,2.954793893,12.33333333,0.293333333,0.853446759,4.862387364,0.997312933,1.716864877,5.005934119,7.498084213,3.717683684,51.18312759,48.81687241,15.42266667,3.188333333,0.950967423,0.328164763
OSBS_33,OSBS,7.860184218,7.608333333,4.828907322,4.762612049,16.43866667,8.678719444,4.021572336,9.666666667,0.213888889,0.820516569,6.127017578,1.339741924,2.02723053,5.205610339,9.576734941,3.071092797,38.61664792,61.38335208,16.573,3.461111111,0.932418027,0.380147274
OSBS_34,OSBS,8.909639049,8.683333333,5.617779478,5.757179433,19.981,9.963291667,4.063277624,10,0.25,0.83791866,18.61228751,2.190831161,3.445622107,6.06582286,10.15656754,3.965715667,38.86606166,61.13393834,19.981,3.725,0.952645295,0.538436828
OSBS_35,OSBS,7.244936323,7.1,6.494706926,6.507589258,17.677,7.736825,2.887220177,15,0.375,0.885526316,3.583183464,0.924114236,1.652027949,6.967814924,10.88992014,3.320722022,53.08888003,46.91111997,17.677,2.875,0.944197564,0.262940045
OSBS_36,OSBS,6.419761232,6.1,4.832932338,4.64788819,15.19033333,7.090875,2.352071953,16.66666667,0.416666667,0.885577224,5.370049999,0.922441651,1.454471207,5.365710172,9.9495287,2.079345995,60.35215383,39.64784617,15.19033333,3.125,0.925247176,0.254895432
OSBS_37,OSBS,5.813801711,5.654166667,6.571051781,6.49263428,17.73,6.464060417,1.37626258,19.5,0.545833334,0.895003225,6.685041931,0.993096654,2.201848855,7.300317237,11.68358558,2.499122013,81.00705895,18.99294106,17.73,3.654166667,0.933680832,0.142724249
OSBS_38,OSBS,5.809130415,5.508333333,4.457617333,4.344613809,13.99333333,6.461475,2.479307895,13.66666667,0.341666667,0.827082166,1.213270928,0.658669526,0.871275928,4.960603477,7.9824181,2.303569879,52.4369315,47.5630685,13.99333333,3.191666667,0.889624831,0.469916091
OSBS_39,OSBS,3.107816971,2.916666667,4.152686948,3.952281423,12.07366667,3.366916667,1.694719631,24.66666667,0.616666667,0.907440476,0.66440772,0.313722088,0.721701377,4.51565355,7.1947193,2.163353258,72.11768061,27.88231939,12.07366667,2.408333333,0.956491833,0.264983538
OSBS_40,OSBS,8.246222774,7.866666667,5.18028113,5.402375279,18.17466667,9.568233333,3.800226683,8,0.2,0.824306924,40.28421346,2.915542154,4.985292867,5.571165801,9.636933864,3.84119201,35.2363777,64.7636223,18.67233333,3.416666667,0.947165369,0.378719617
OSBS_41,OSBS,5.031921136,4.983333333,6.011756541,5.981953828,16.22066667,5.196516667,0.852472489,24.66666667,0.616666667,0.934015345,2.330463044,0.449267774,1.099421507,6.250109435,10.95694834,2.539905887,79.14578829,20.85421171,38.658,3.333333333,0.962322799,0.173971568
OSBS_42,OSBS,8.271443552,8.025,5.414580706,5.44699966,18.04833333,9.413283333,2.89464606,11,0.275,0.810258285,10.01001619,1.604186163,2.555740611,6.14478026,10.57818027,2.747846332,49.02790673,50.97209327,18.04833333,2.866666667,0.896503894,0.570384361
OSBS_43,OSBS,4.377833819,4.166666667,4.367285316,4.259874589,12.11766667,4.662333333,2.236814565,18.66666667,0.466666667,0.868253968,1.635134943,0.568732411,1.110999774,4.670704779,7.240733804,2.220559312,61.27591278,38.72408722,12.11766667,3.091666667,0.947915231,0.438415596
OSBS_44,OSBS,8.394674197,8.15,5.44830629,5.463085157,16.92366667,9.162658333,3.605105196,9.333333333,0.233333333,0.835119048,8.077935181,1.261098923,2.295117143,5.789390634,9.542678891,3.428828726,42.98326453,57.01673547,16.92366667,3.075,0.945116688,0.446862798
OSBS_D1,OSBS,8.267003429,8.08125,5.4409592,5.503212016,16.712,9.2864625,3.555065462,9.75,0.24375,0.816284239,27.35811896,2.258030777,4.139780812,6.029899713,9.940707878,3.147147168,41.35490466,58.64509534,16.712,3.35,0.922415257,0.442152566
OSBS_D4,OSBS,5.518831592,5.28125,5.177744315,5.213963473,14.97775,6.24288125,2.365505407,17.25,0.43125,0.849285941,8.088536208,1.323484081,2.461819713,5.686500377,8.574736192,2.939627432,60.44612919,39.55387082,14.97775,2.74375,0.94526964,0.290186953
OSBS_D5,OSBS,6.448993353,6.20625,5.902628611,5.830660015,17.13,7.01013125,2.446478654,17.5,0.4375,0.880055804,8.070233908,1.114395043,2.103117956,6.446020031,10.64998569,2.826313999,60.11457538,39.88542463,17.23175,3.4125,0.940058406,0.255656459
OSBS_D8,OSBS,7.763171718,7.564583333,5.280212296,5.337369385,15.1205,8.497225,3.176558825,12.5,0.33125,0.831079448,33.92143381,1.882597287,4.139102191,5.741567167,10.07734424,2.516252798,46.98222876,53.01777124,15.239,3.254166667,0.883179466,0.367630574
SCBI_46,SCBI,13.47232102,13.5125,5.633212835,6.951135785,27.7255,18.9348375,6.995429005,0,0,0.728184524,536.2307548,17.17500232,15.31879682,6.410095334,10.59549243,6.515847214,4.767258389,95.23274161,27.7945,5.5,0.945864774,0.935456858
SCBI_47,SCBI,13.34114548,12.7375,6.753917763,9.63694063,31.6785,21.143875,6.802248313,0,0,0.767095588,2452.732229,38.0274445,30.64169439,7.889405584,8.999843918,7.882674855,3.344260737,96.65573926,31.6785,6.0375,0.879873162,0.938609493
SCBI_49,SCBI,13.13085087,13.11666667,6.024715164,7.963828797,28.67433333,19.93025833,6.901836589,0,0,0.755990866,869.1198313,21.15444044,19.87308637,6.361636089,9.993387301,6.856842536,5.891629646,94.10837035,28.84933333,5.15,0.943714142,0.938991706
SCBI_55,SCBI,11.34411805,11.4375,5.723374776,7.715005143,29.8145,16.229575,6.91645209,1.5,0.0375,0.754976489,655.5327314,15.46739384,20.06829915,7.479706359,8.856139686,5.726277752,6.879698695,93.12030131,29.8145,4.775,0.925884713,0.875860574
SCBI_63,SCBI,13.77124226,11.75,6.62711807,9.242460545,34.463,23.1697,6.690095246,0,0,0.742142857,2574.196888,36.10413197,35.64671853,6.660174739,11.52881161,8.452588895,5.225472273,94.77452773,34.463,4.575,0.922507135,0.969425383
SCBI_66,SCBI,12.94023916,12.31666667,5.368184439,7.180730845,27.90233333,18.965675,6.710025962,0,0,0.726975309,1080.987662,21.17269053,21.80630784,5.916170946,10.30160622,6.421903905,5.990895809,94.00910419,27.90233333,4.641666667,0.944387456,0.893593185
TALL_46,TALL,9.487043991,9.507,2.967218242,4.010894436,17.6594,12.68294933,6.625473248,1,0.02,0.597542667,74.11901163,6.28131421,5.782357709,3.632523291,7.396710372,3.216978418,11.10988555,88.89011445,18.0044,4.104,0.867755304,0.617824773
TALL_49,TALL,18.53133642,18.3625,8.214756738,8.336444731,27.5335,20.2250875,3.220081045,6.5,0.1625,0.822690887,79.77470432,4.328361905,7.56114071,8.940155329,20.64738609,3.642928581,49.2682663,50.7317337,27.7105,3.475,0.818119994,0.807469053
TALL_53,TALL,15.79577059,15.05,5.752181553,6.650026926,29.91466667,20.57169167,5.897007014,0.666666667,0.016666667,0.76183908,305.2060318,12.26572939,11.56131598,6.309265235,13.08764731,6.431394615,13.00857922,86.99142078,29.91466667,4.516666667,0.952750289,0.710170654
TALL_55,TALL,13.0273321,12.58333333,6.192924858,6.728183715,26.132,17.25599167,4.971153291,3.666666667,0.091666667,0.768541667,223.6730293,9.820465501,9.740027903,6.837753157,11.75004392,6.15901958,26.48597814,73.51402186,26.132,4.791666667,0.949456396,0.622200858
TALL_58,TALL,13.76019272,13.25666667,5.4637119,6.826703613,31.07666667,19.28781333,6.521222649,0,0,0.747964631,675.2918263,17.04626902,18.19452216,6.815311489,10.5538169,5.922181163,8.378785204,91.6212148,31.07666667,4.993333333,0.910605923,0.690874673
TREE_25,TREE,6.915043422,6.608333333,5.12107372,5.481532926,19.333,9.049166667,4.052084518,9,0.225,0.776044277,107.4134693,5.462046842,8.4605241,6.587764505,7.132544874,4.033844872,39.27405657,60.72594343,19.333,3.833333333,0.911874948,0.848555281
TREE_39,TREE,7.488320499,7.436111111,3.612854901,4.150930923,19.69633333,9.03473889,6.311553812,2.666666667,0.066666667,0.743548182,50.59917602,3.959417709,5.79780422,4.799901022,5.833899686,3.536634225,18.27349547,81.72650453,19.69633333,3.994444444,0.866317517,0.883974128
TREE_41,TREE,14.32522834,14.09166667,6.554600494,6.837038429,33.444,16.5295,4.160403725,5.333333333,0.133333333,0.853877525,307.1812344,6.386731807,13.87774304,8.000266131,14.12821361,4.808959748,42.38529781,57.61470219,33.52866667,5.283333333,0.898521684,0.820274909
TREE_42,TREE,14.09972556,14.15,4.164678579,5.07772691,22.893,16.963675,6.847829202,0.333333333,0.008333333,0.740942029,218.1377118,10.22133524,10.54456774,4.624594182,10.84480886,5.135596002,11.39240323,88.60759677,22.893,4.283333333,0.936824505,0.953618768
TREE_45,TREE,10.89121125,10.1,5.550209859,6.41232787,21.411,13.512925,2.449166832,5,0.125,0.769318182,183.8147661,7.249531589,11.45683455,6.335250204,10.58776373,4.285213095,48.08695381,51.91304619,21.411,4.65,0.909093434,0.629113061
TREE_46,TREE,9.640336418,9.425,4.524174856,5.169793331,22.00233333,12.354475,5.549219081,2.666666667,0.066666667,0.786277174,115.7932585,6.516605616,8.068237579,5.310345467,7.547961857,4.369977474,29.73858956,70.26141044,22.00233333,4.75,0.932836196,0.904649696
TREE_47,TREE,12.53408348,12.225,5.15948673,5.324607784,21.32966667,14.40885833,3.422800238,5.333333333,0.133333333,0.792104469,35.25195884,3.431077713,4.65599942,5.903350348,11.96481449,3.96958508,44.72997964,55.27002036,21.32966667,4.133333333,0.882517989,0.874858692
TREE_49,TREE,11.97016399,12.59166667,4.738858296,5.504580193,22.595,14.87350833,6.603464331,3.333333333,0.083333333,0.740753623,168.6887003,9.029985964,8.716301854,5.577863728,9.82960318,4.352613064,18.90913779,81.09086221,22.595,3.833333333,0.917586728,0.934450815
TREE_56,TREE,8.801224414,8.258333333,5.5932995,5.749851229,19.82666667,11.053975,4.061263411,8.333333333,0.208333333,0.782443745,84.68632031,4.650478428,6.802433839,6.77216877,8.851942711,3.922644685,46.0274949,53.9725051,19.82666667,3.783333333,0.95255515,0.883806612
UNDE_45,UNDE,10.80760984,10.975,5.051839594,6.521673189,23,15.64001667,6.44571681,0.333333333,0.008333333,0.695388007,602.4853708,16.34093141,16.98846799,5.924158982,7.984321943,5.556048453,10.02000318,89.97999682,23,5.425,0.936754412,0.945005939
UNDE_47,UNDE,15.93369168,15.925,5.018390628,6.064933012,24.38733333,18.8369,6.530756721,0,0,0.735324539,326.2258619,10.86587288,13.65031143,4.407789636,12.62604958,5.992489639,12.3661063,87.6338937,24.38733333,3.183333333,0.880993108,0.78821207
UNDE_48,UNDE,9.714830557,9.398333333,4.535229877,5.558656011,21.51033333,13.85989,5.123407284,1.333333333,0.026666667,0.718570487,196.1860004,9.114252162,10.53446406,5.305632314,7.596289231,4.675626354,20.01575825,79.98424175,21.51033333,4.338333333,0.945443714,0.685349108
UNDE_49,UNDE,6.495571927,6.086666667,2.777278811,3.369986443,18.526,8.68371,6.37406668,1,0.025,0.728608696,71.25806296,4.604018948,6.548745864,4.342761088,4.892400642,3.238820112,10.2655465,89.7344535,18.748,3.295,0.809324288,0.413577321
UNDE_50,UNDE,8.557978696,7.8,4.551974042,5.85815233,24.2,14.369725,5.055543067,1,0.025,0.698,246.5933838,10.81806425,11.38256868,5.877739693,6.857216459,4.840119119,27.60576782,72.39423218,25.006,6.475,0.869575917,0.569360323
UVAX_A3-08,UVAX,10.5288271,9.70625,4.16004061,6.258662864,23.94975,18.89504375,6.622044134,0,0,0.654235577,927.5985643,23.73302544,18.28975244,4.137899456,7.986525829,5.935274582,5.183297067,94.81670293,23.94975,4.20625,0.913164532,0.892908201
UVAX_A4-01,UVAX,12.4211668,11.875,5.767704139,7.753111148,28.413,20.26785833,6.838970442,0,0,0.758991295,1126.302901,23.74993677,22.291423,6.827580625,9.846615362,6.847661254,3.340541979,96.65945802,28.413,5.525,0.942470149,0.834856706
UVAX_A4-03,UVAX,13.94020271,13.38333333,5.671601675,8.23690392,30.20333333,21.28948333,7.004280379,0,0,0.737970219,1451.746454,29.68011105,22.6295282,5.94974449,10.70467013,7.205060726,2.582769485,97.41723052,30.34,4.325,0.937836273,0.925683939
